País,Precio,Tipo
Spain,25.0,Tempranillo Blend
Spain,16.0,Albariño
Spain,26.0,White Blend
Spain,10.0,Viura
Spain,11.0,Sparkling Blend
Spain,9.0,Tempranillo
Spain,10.0,Rosado
Spain,13.0,Albariño
Spain,17.0,Tinto Fino
Spain,20.0,Albariño
Spain,10.0,Tempranillo-Garnacha
Spain,13.0,Viognier
Spain,10.0,White Blend
Spain,9.0,Rosé
Spain,10.0,Garnacha
Spain,48.0,Tempranillo
Spain,88.0,Tempranillo
Spain,17.0,Red Blend
Spain,21.0,Godello
Spain,80.0,Red Blend
Spain,11.0,Tempranillo
Spain,9.0,Viura-Chardonnay
Spain,16.0,Mencía
Spain,15.0,Chardonnay
Spain,13.0,Chardonnay
Spain,9.0,Viura-Chardonnay
Spain,17.0,Chardonnay
Spain,40.0,Tempranillo Blend
Spain,69.0,Tinta de Toro
Spain,10.0,Garnacha
Spain,14.0,Godello
Spain,9.0,Garnacha
Spain,12.0,White Blend
Spain,20.0,Albariño
Spain,40.0,Cabernet Sauvignon
Spain,33.0,Tempranillo
Spain,12.0,Chardonnay
Spain,10.0,Garnacha Blend
Spain,204.0,Tempranillo Blend
Spain,29.0,Red Blend
Spain,20.0,Tempranillo
Spain,15.0,Viura
Spain,16.0,Tempranillo
Spain,16.0,Albariño
Spain,13.0,Verdejo
Spain,14.0,White Blend
Spain,11.0,Macabeo
Spain,59.0,Tempranillo
Spain,17.0,Tinta de Toro
Spain,34.0,Tinta de Toro
Spain,12.0,Tempranillo
Spain,29.0,White Blend
Spain,16.0,Pinot Noir
Spain,13.0,Tempranillo
Spain,9.0,Tempranillo-Garnacha
Spain,19.0,Tempranillo
Spain,9.0,Verdejo
Spain,20.0,Hondarrabi Zuri
Spain,80.0,Tempranillo Blend
Spain,21.0,Godello
Spain,9.0,Garnacha
Spain,17.0,Red Blend
Spain,28.0,Tinta de Toro
Spain,35.0,Cabernet Sauvignon-Syrah
Spain,6.0,Grenache
Spain,7.0,Rosé
Spain,14.0,Tempranillo
Spain,14.0,Godello
Spain,18.0,Tempranillo
Spain,50.0,Sparkling Blend
Spain,45.0,Tempranillo
Spain,15.0,Albariño
Spain,18.0,Albariño
Spain,27.0,White Blend
Spain,16.0,White Blend
Spain,12.0,White Blend
Spain,15.0,Sauvignon Blanc-Chardonnay
Spain,29.0,Tempranillo
Spain,36.0,Tinto Fino
Spain,9.0,Garnacha
Spain,36.0,Xarel-lo
Spain,21.0,Picapoll
Spain,9.0,Tempranillo
Spain,13.0,Hondarrabi Zuri
Spain,22.0,White Blend
Spain,8.0,Grenache-Syrah
Spain,38.0,Tempranillo
Spain,143.0,Tempranillo Blend
Spain,27.0,Red Blend
Spain,95.0,Red Blend
Spain,15.0,Sauvignon Blanc-Chardonnay
Spain,24.0,Tempranillo Blanco
Spain,15.0,Chardonnay
Spain,20.0,Albariño
Spain,10.0,White Blend
Spain,25.0,Sparkling Blend
Spain,18.0,Albariño
Spain,13.0,White Blend
Spain,14.0,Chardonnay
Spain,16.0,Garnacha
Spain,35.0,Tempranillo
Spain,45.0,Tempranillo
Spain,10.0,Tempranillo Blend
Spain,22.0,Albariño
Spain,18.0,Pinot Noir
Spain,82.0,Red Blend
Spain,11.0,White Blend
Spain,12.0,Verdejo
Spain,13.0,Verdejo
Spain,15.0,Sauvignon Blanc
Spain,20.0,Albariño
Spain,20.0,Albariño
Spain,15.0,Sparkling Blend
Spain,15.0,Tempranillo
Spain,,Tempranillo
Spain,16.0,Garnacha
Spain,44.0,Red Blend
Spain,24.0,Tinta de Toro
Spain,174.0,Tempranillo
Spain,247.0,Tempranillo
Spain,17.0,Albariño
Spain,9.0,Sauvignon Blanc
Spain,37.0,Tempranillo Blend
Spain,26.0,Albariño
Spain,15.0,Chardonnay
Spain,12.0,Red Blend
Spain,50.0,Red Blend
Spain,35.0,Red Blend
Spain,22.0,Red Blend
Spain,8.0,Rosé
Spain,9.0,Rosé
Spain,27.0,Grenache
Spain,12.0,Garnacha
Spain,159.0,Tempranillo
Spain,17.0,Tempranillo
Spain,14.0,Verdejo
Spain,8.0,Chardonnay
Spain,13.0,Verdejo
Spain,27.0,Red Blend
Spain,40.0,Garnacha
Spain,35.0,Red Blend
Spain,48.0,Red Blend
Spain,15.0,Tempranillo
Spain,12.0,Rosé
Spain,14.0,Sparkling Blend
Spain,36.0,Tempranillo
Spain,10.0,Grenache
Spain,22.0,Tempranillo
Spain,17.0,Garnacha-Syrah
Spain,15.0,Tempranillo
Spain,62.0,Tempranillo
Spain,52.0,Tempranillo
Spain,150.0,Tempranillo
Spain,13.0,Red Blend
Spain,45.0,Maturana
Spain,62.0,Godello
Spain,16.0,White Blend
Spain,75.0,Tempranillo
Spain,124.0,Tempranillo Blend
Spain,19.0,Albariño
Spain,,Tempranillo
Spain,7.0,Garnacha
Spain,17.0,Albariño
Spain,15.0,Garnacha
Spain,40.0,Pedro Ximénez
Spain,10.0,Tempranillo
Spain,50.0,Tempranillo Blend
Spain,30.0,Tempranillo
Spain,45.0,Tempranillo Blend
Spain,28.0,Tempranillo
Spain,170.0,Tempranillo
Spain,20.0,Tempranillo
Spain,10.0,Red Blend
Spain,20.0,Tempranillo
Spain,35.0,Red Blend
Spain,45.0,Maturana
Spain,22.0,Garnacha
Spain,17.0,Garnacha
Spain,12.0,Tempranillo
Spain,20.0,Red Blend
Spain,15.0,Tempranillo Blend
Spain,28.0,Tempranillo-Cabernet Sauvignon
Spain,20.0,Garnacha
Spain,15.0,Sparkling Blend
Spain,18.0,Red Blend
Spain,29.0,Tempranillo
Spain,13.0,Verdejo
Spain,18.0,Cabernet Sauvignon
Spain,25.0,Tempranillo Blend
Spain,95.0,Red Blend
Spain,13.0,Grenache
Spain,6.0,Rosé
Spain,15.0,Tempranillo Blend
Spain,8.0,Tempranillo
Spain,46.0,Tempranillo
Spain,45.0,Tempranillo
Spain,20.0,Tempranillo Blend
Spain,,Tempranillo
Spain,20.0,Garnacha
Spain,7.0,Tempranillo
Spain,9.0,Rosé
Spain,8.0,Red Blend
Spain,12.0,Tempranillo
Spain,22.0,Albariño
Spain,17.0,Albariño
Spain,12.0,Tempranillo
Spain,18.0,Tinta de Toro
Spain,20.0,Tempranillo
Spain,26.0,White Blend
Spain,8.0,Garnacha
Spain,18.0,Tempranillo
Spain,15.0,Tempranillo
Spain,10.0,Tempranillo
Spain,15.0,Tempranillo
Spain,18.0,Sparkling Blend
Spain,19.0,Tempranillo
Spain,29.0,Tinta Fina
Spain,40.0,Tempranillo
Spain,8.0,Garnacha
Spain,35.0,Tinta de Toro
Spain,9.0,Tempranillo
Spain,10.0,Tempranillo
Spain,14.0,Tinta de Toro
Spain,22.0,Red Blend
Spain,25.0,Albariño
Spain,54.0,Tempranillo
Spain,23.0,Tempranillo
Spain,25.0,Tempranillo
Spain,20.0,Tempranillo
Spain,22.0,Sparkling Blend
Spain,7.0,Tempranillo
Spain,10.0,Garnacha
Spain,15.0,Albariño
Spain,24.0,Tempranillo
Spain,40.0,Tempranillo Blend
Spain,10.0,Red Blend
Spain,50.0,Tempranillo
Spain,17.0,Albariño
Spain,20.0,Tempranillo
Spain,19.0,Tempranillo
Spain,12.0,Tempranillo Blend
Spain,10.0,Tempranillo
Spain,9.0,Garnacha
Spain,12.0,Tempranillo
Spain,8.0,Tempranillo
Spain,60.0,Tempranillo
Spain,9.0,Tempranillo
Spain,40.0,Red Blend
Spain,50.0,Tempranillo
Spain,19.0,White Blend
Spain,27.0,Tempranillo
Spain,163.0,Tempranillo
Spain,30.0,Tempranillo
Spain,12.0,Pansa Blanca
Spain,9.0,Tempranillo
Spain,70.0,Tempranillo Blend
Spain,11.0,Red Blend
Spain,27.0,Tempranillo
Spain,10.0,Tempranillo
Spain,16.0,Tempranillo
Spain,30.0,Tempranillo
Spain,200.0,Tinta de Toro
Spain,20.0,Tempranillo
Spain,17.0,Mencía
Spain,,Tempranillo Blend
Spain,14.0,Tempranillo
Spain,16.0,Tempranillo
Spain,17.0,Albariño
Spain,14.0,Verdejo
Spain,70.0,Sherry
Spain,55.0,Red Blend
Spain,,Sparkling Blend
Spain,29.0,Verdejo
Spain,24.0,Red Blend
Spain,10.0,Verdejo
Spain,39.0,Tempranillo
Spain,50.0,Sherry
Spain,15.0,Albariño
Spain,16.0,Tempranillo
Spain,10.0,Albariño
Spain,10.0,Tempranillo
Spain,17.0,Grenache
Spain,14.0,Tinto del Pais
Spain,60.0,Tinta de Toro
Spain,20.0,White Blend
Spain,12.0,Tempranillo
Spain,26.0,Tempranillo
Spain,39.0,Red Blend
Spain,15.0,Garnacha
Spain,12.0,Tinta de Toro
Spain,19.0,Red Blend
Spain,11.0,Tempranillo
Spain,15.0,Tempranillo
Spain,11.0,Tempranillo
Spain,25.0,Red Blend
Spain,23.0,Red Blend
Spain,6.0,White Blend
Spain,10.0,Tempranillo-Shiraz
Spain,16.0,Sparkling Blend
Spain,15.0,Tempranillo Blend
Spain,15.0,Tinto Fino
Spain,37.0,Tempranillo
Spain,14.0,Tempranillo
Spain,14.0,Tempranillo
Spain,10.0,Verdejo
Spain,18.0,Verdejo
Spain,25.0,Monastrell
Spain,14.0,Albariño
Spain,19.0,Tempranillo Blend
Spain,10.0,Tempranillo
Spain,18.0,Tempranillo
Spain,10.0,Tempranillo
Spain,14.0,Godello
Spain,23.0,Red Blend
Spain,24.0,White Blend
Spain,25.0,Red Blend
Spain,15.0,Albariño
Spain,15.0,Sauvignon Blanc-Verdejo
Spain,10.0,Tinto Fino
Spain,12.0,Tempranillo
Spain,23.0,Red Blend
Spain,7.0,Macabeo-Moscatel
Spain,18.0,Albariño
Spain,20.0,Tempranillo
Spain,15.0,Verdejo
Spain,17.0,Albariño
Spain,25.0,Verdejo-Sauvignon Blanc
Spain,8.0,White Blend
Spain,16.0,Tempranillo
Spain,15.0,Tempranillo
Spain,10.0,Tempranillo
Spain,12.0,White Blend
Spain,11.0,Xarel-lo
Spain,10.0,Tempranillo
Spain,48.0,Tempranillo
Spain,,Tempranillo Blend
Spain,10.0,Tempranillo
Spain,19.0,Tempranillo
Spain,15.0,Red Blend
Spain,13.0,Tempranillo Blend
Spain,10.0,Tempranillo-Merlot
Spain,19.0,Albariño
Spain,92.0,Mazuelo
Spain,10.0,White Blend
Spain,45.0,Mencía
Spain,50.0,Red Blend
Spain,17.0,Tempranillo
Spain,18.0,Albariño
Spain,55.0,Verdejo
Spain,17.0,Mencía
Spain,18.0,Tempranillo Blend
Spain,12.0,Tempranillo
Spain,28.0,Tempranillo
Spain,46.0,Tempranillo Blend
Spain,78.0,White Blend
Spain,53.0,Tempranillo Blend
Spain,8.0,Macabeo
Spain,8.0,Sparkling Blend
Spain,15.0,Red Blend
Spain,18.0,Albariño
Spain,25.0,Sparkling Blend
Spain,42.0,Red Blend
Spain,75.0,Red Blend
Spain,10.0,Sauvignon Blanc-Verdejo
Spain,10.0,Verdejo
Spain,9.0,White Blend
Spain,9.0,Tempranillo
Spain,9.0,Tempranillo-Cabernet Sauvignon
Spain,9.0,Tempranillo
Spain,15.0,White Blend
Spain,8.0,Red Blend
Spain,10.0,Tempranillo
Spain,15.0,Viura
Spain,15.0,Tempranillo
Spain,15.0,Red Blend
Spain,8.0,Red Blend
Spain,16.0,Verdejo
Spain,45.0,Palomino
Spain,19.0,Godello
Spain,16.0,White Blend
Spain,11.0,Rosé
Spain,20.0,Tempranillo
Spain,13.0,Tempranillo
Spain,18.0,Red Blend
Spain,8.0,Tempranillo
Spain,15.0,Tempranillo
Spain,7.0,White Blend
Spain,10.0,Tempranillo-Cabernet Sauvignon
Spain,10.0,White Blend
Spain,21.0,Red Blend
Spain,30.0,Tinta de Toro
Spain,8.0,Garnacha-Syrah
Spain,8.0,Garnacha
Spain,20.0,Chardonnay
Spain,17.0,Garnacha Blanca
Spain,12.0,Mencía
Spain,13.0,Tempranillo
Spain,11.0,Garnacha
Spain,,Tempranillo Blend
Spain,12.0,Tempranillo
Spain,9.0,Tempranillo
Spain,11.0,White Blend
Spain,12.0,Tempranillo
Spain,9.0,Sparkling Blend
Spain,15.0,Verdejo
Spain,12.0,Tempranillo
Spain,17.0,Tempranillo
Spain,18.0,Godello
Spain,16.0,Albariño
Spain,14.0,Tempranillo
Spain,10.0,White Blend
Spain,30.0,Tempranillo
Spain,15.0,Tinta de Toro
Spain,18.0,Red Blend
Spain,,Tempranillo Blend
Spain,11.0,Tempranillo-Garnacha
Spain,25.0,Tempranillo Blend
Spain,10.0,White Blend
Spain,13.0,Tempranillo-Cabernet Sauvignon
Spain,10.0,Rosé
Spain,18.0,Albariño
Spain,45.0,Graciano
Spain,11.0,White Blend
Spain,27.0,Garnacha Blanca
Spain,25.0,Albariño
Spain,8.0,Sparkling Blend
Spain,11.0,Malvasia
Spain,15.0,Sparkling Blend
Spain,9.0,Sparkling Blend
Spain,11.0,Tempranillo
Spain,11.0,Tempranillo
Spain,17.0,Sparkling Blend
Spain,13.0,Tempranillo
Spain,14.0,Sparkling Blend
Spain,19.0,Tempranillo
Spain,18.0,Tempranillo
Spain,20.0,Tempranillo Blend
Spain,8.0,Verdejo-Viura
Spain,9.0,Verdejo-Viura
Spain,18.0,Red Blend
Spain,13.0,White Blend
Spain,14.0,Tempranillo
Spain,60.0,Garnacha
Spain,40.0,Tempranillo Blanco
Spain,10.0,Tempranillo Blend
Spain,10.0,Verdejo
Spain,15.0,Tempranillo Blend
Spain,14.0,Cabernet Sauvignon-Merlot
Spain,18.0,Albariño
Spain,18.0,Tempranillo Blend
Spain,19.0,Godello
Spain,14.0,Sparkling Blend
Spain,20.0,Sparkling Blend
Spain,13.0,Xarel-lo
Spain,11.0,White Blend
Spain,13.0,Tempranillo
Spain,15.0,Tempranillo
Spain,11.0,Tempranillo
Spain,20.0,White Blend
Spain,16.0,Monastrell
Spain,16.0,Monastrell
Spain,12.0,Sparkling Blend
Spain,35.0,Verdejo
Spain,26.0,White Blend
Spain,60.0,Red Blend
Spain,17.0,Tempranillo-Garnacha
Spain,38.0,Tempranillo Blanco
Spain,12.0,Sparkling Blend
Spain,9.0,Tempranillo
Spain,25.0,Albariño
Spain,29.0,Albariño
Spain,15.0,Cabernet Sauvignon-Merlot
Spain,12.0,Sparkling Blend
Spain,9.0,Tempranillo-Garnacha
Spain,12.0,Pansa Blanca
Spain,13.0,Rosé
Spain,35.0,Verdejo
Spain,15.0,Verdejo
Spain,13.0,White Blend
Spain,12.0,Verdejo
Spain,20.0,Albariño
Spain,9.0,Verdejo-Viura
Spain,57.0,White Blend
Spain,45.0,Mencía
Spain,53.0,White Blend
Spain,23.0,Tempranillo
Spain,45.0,Tempranillo
Spain,110.0,Syrah
Spain,18.0,Sparkling Blend
Spain,7.0,Garnacha
Spain,8.0,Moscato
Spain,15.0,Sparkling Blend
Spain,14.0,Tempranillo Blend
Spain,12.0,Rosé
Spain,16.0,White Blend
Spain,15.0,Pansa Blanca
Spain,140.0,Tinto Fino
Spain,59.0,Mencía
Spain,31.0,Red Blend
Spain,17.0,Red Blend
Spain,15.0,Tempranillo Blend
Spain,13.0,Verdejo
Spain,18.0,Tempranillo
Spain,11.0,Sparkling Blend
Spain,18.0,Tempranillo Blend
Spain,7.0,White Blend
Spain,12.0,Tempranillo
Spain,8.0,Viura
Spain,15.0,Chardonnay
Spain,15.0,Viura
Spain,21.0,Red Blend
Spain,15.0,Tempranillo Blend
Spain,36.0,Tinta Fina
Spain,24.0,Tinta de Toro
Spain,58.0,Red Blend
Spain,45.0,Garnacha
Spain,22.0,Sparkling Blend
Spain,45.0,Sherry
Spain,12.0,Sparkling Blend
Spain,18.0,Sparkling Blend
Spain,17.0,Tempranillo
Spain,26.0,Tempranillo
Spain,34.0,Tempranillo
Spain,15.0,Tempranillo-Cabernet Sauvignon
Spain,15.0,Sparkling Blend
Spain,15.0,Sparkling Blend
Spain,22.0,Albariño
Spain,14.0,Red Blend
Spain,23.0,Godello
Spain,29.0,Mencía
Spain,17.0,Red Blend
Spain,55.0,Mencía
Spain,125.0,Tinto Fino
Spain,31.0,Red Blend
Spain,12.0,Red Blend
Spain,14.0,Chardonnay
Spain,22.0,Godello
Spain,25.0,Tempranillo
Spain,15.0,Godello
Spain,8.0,Tempranillo
Spain,16.0,Tempranillo
Spain,13.0,Verdejo
Spain,9.0,Verdejo
Spain,21.0,Tempranillo Blend
Spain,12.0,Garnacha
Spain,41.0,Red Blend
Spain,24.0,Verdejo
Spain,87.0,Tempranillo
Spain,30.0,White Blend
Spain,65.0,Tempranillo
Spain,12.0,Chardonnay
Spain,12.0,Tempranillo
Spain,10.0,Sparkling Blend
Spain,14.0,Albariño
Spain,20.0,Tempranillo Blend
Spain,45.0,Tempranillo
Spain,11.0,White Blend
Spain,16.0,Viura
Spain,14.0,Albariño
Spain,28.0,Tempranillo
Spain,60.0,Red Blend
Spain,10.0,Sparkling Blend
Spain,9.0,Sparkling Blend
Spain,18.0,Tempranillo
Spain,9.0,Viura-Chardonnay
Spain,14.0,Verdejo
Spain,10.0,White Blend
Spain,30.0,Red Blend
Spain,13.0,Pedro Ximénez
Spain,26.0,Tempranillo Blend
Spain,24.0,Tempranillo Blanco
Spain,25.0,Albariño
Spain,17.0,Tempranillo
Spain,48.0,Doña Blanca
Spain,32.0,Mencía
Spain,16.0,Sparkling Blend
Spain,10.0,Sparkling Blend
Spain,19.0,Tempranillo Blend
Spain,12.0,White Blend
Spain,27.0,Sparkling Blend
Spain,11.0,Verdejo-Viura
Spain,13.0,Monastrell
Spain,10.0,Tempranillo
Spain,15.0,Tempranillo
Spain,17.0,Tempranillo Blend
Spain,14.0,Tempranillo Blend
Spain,11.0,Monastrell
Spain,147.0,Graciano
Spain,19.0,Tinto Fino
Spain,150.0,Petite Verdot
Spain,14.0,Verdejo
Spain,27.0,Albariño
Spain,40.0,Garnacha
Spain,8.0,Tempranillo-Garnacha
Spain,12.0,Sparkling Blend
Spain,15.0,Sparkling Blend
Spain,39.0,Tempranillo
Spain,35.0,Tempranillo
Spain,27.0,Tempranillo
Spain,21.0,Godello
Spain,13.0,Verdejo
Spain,15.0,White Blend
Spain,7.0,Tempranillo
Spain,14.0,Red Blend
Spain,8.0,Tempranillo
Spain,13.0,Mencía
Spain,19.0,Godello
Spain,14.0,Rosé
Spain,16.0,Viura
Spain,29.0,Red Blend
Spain,12.0,Tempranillo
Spain,14.0,Verdejo
Spain,15.0,Chardonnay
Spain,17.0,Merlot
Spain,16.0,Sparkling Blend
Spain,12.0,Tempranillo
Spain,17.0,Verdejo
Spain,40.0,Tempranillo
Spain,48.0,Mencía
Spain,30.0,Albariño
Spain,41.0,Tempranillo Blend
Spain,13.0,Sherry
Spain,13.0,Sherry
Spain,21.0,Tempranillo Blend
Spain,12.0,Tempranillo
Spain,15.0,White Blend
Spain,28.0,Tempranillo
Spain,11.0,Tempranillo Blend
Spain,10.0,Viura-Chardonnay
Spain,24.0,Tempranillo Blend
Spain,18.0,Albariño
Spain,52.0,Crespiello
Spain,13.0,Tinta de Toro
Spain,38.0,Tempranillo Blend
Spain,18.0,Graciano
Spain,50.0,White Blend
Spain,24.0,White Blend
Spain,17.0,Red Blend
Spain,18.0,Tempranillo Blend
Spain,32.0,Prieto Picudo
Spain,25.0,Monastrell
Spain,13.0,Sherry
Spain,49.0,Tempranillo Blend
Spain,87.0,Tempranillo Blend
Spain,17.0,Tinto Fino
Spain,8.0,Rosé
Spain,20.0,Rosé
Spain,11.0,Monastrell-Syrah
Spain,8.0,Viura
Spain,9.0,White Blend
Spain,8.0,Garnacha Blanca
Spain,28.0,Red Blend
Spain,18.0,Tempranillo
Spain,15.0,Tempranillo
Spain,9.0,Sparkling Blend
Spain,16.0,White Blend
Spain,15.0,Prieto Picudo
Spain,27.0,Albariño
Spain,14.0,Verdejo
Spain,24.0,Albariño
Spain,16.0,Garnacha
Spain,16.0,Merlot-Cabernet Sauvignon
Spain,13.0,Monastrell
Spain,18.0,Tempranillo Blend
Spain,13.0,Verdejo
Spain,11.0,Tempranillo
Spain,9.0,Tempranillo
Spain,40.0,White Blend
Spain,12.0,Rosé
Spain,9.0,Monastrell
Spain,16.0,Verdejo
Spain,11.0,Rosado
Spain,49.0,Cabernet Franc
Spain,18.0,Cabernet Franc-Tempranillo
Spain,12.0,White Blend
Spain,15.0,Tempranillo
Spain,12.0,Tempranillo
Spain,13.0,Verdejo
Spain,9.0,Tinta de Toro
Spain,28.0,Garnacha Blanca
Spain,30.0,Tempranillo
Spain,15.0,Viura
Spain,20.0,Tempranillo-Cabernet Sauvignon
Spain,29.0,Tempranillo
Spain,15.0,Chardonnay
Spain,10.0,Sherry
Spain,95.0,Graciano
Spain,24.0,Prieto Picudo
Spain,24.0,Red Blend
Spain,18.0,Tempranillo Blend
Spain,40.0,Maturana
Spain,12.0,Malvar
Spain,20.0,Red Blend
Spain,11.0,Malvasia
Spain,9.0,Airen
Spain,16.0,Tempranillo
Spain,20.0,Viura
Spain,9.0,Rosé
Spain,11.0,Chardonnay
Spain,8.0,Viura
Spain,10.0,Verdejo
Spain,10.0,White Blend
Spain,15.0,Chardonnay
Spain,50.0,Cabernet Sauvignon
Spain,22.0,Tempranillo Blend
Spain,13.0,Tempranillo
Spain,9.0,Viura
Spain,40.0,Monastrell
Spain,23.0,Syrah
Spain,9.0,Garnacha
Spain,14.0,Tempranillo
Spain,14.0,Tempranillo
Spain,24.0,Albariño
Spain,13.0,Verdejo
Spain,19.0,White Blend
Spain,19.0,Albariño
Spain,13.0,White Blend
Spain,12.0,Tempranillo
Spain,32.0,Syrah
Spain,9.0,Tempranillo
Spain,17.0,Red Blend
Spain,15.0,Tempranillo
Spain,8.0,Viura
Spain,11.0,Viura
Spain,11.0,White Blend
Spain,11.0,Verdejo-Viura
Spain,12.0,Verdejo
Spain,15.0,Chardonnay
Spain,30.0,White Blend
Spain,16.0,Verdejo
Spain,28.0,Cabernet Sauvignon-Cabernet Franc
Spain,20.0,Red Blend
Spain,8.0,Viura-Chardonnay
Spain,8.0,Tempranillo-Merlot
Spain,15.0,Mencía
Spain,10.0,Tempranillo
Spain,6.0,Rosé
Spain,14.0,Tempranillo
Spain,11.0,Tempranillo Blend
Spain,8.0,Tempranillo
Spain,50.0,Red Blend
Spain,22.0,Mencía
Spain,40.0,Garnacha Blanca
Spain,18.0,Tempranillo
Spain,30.0,White Blend
Spain,17.0,Verdejo
Spain,220.0,Tinta de Toro
Spain,9.0,White Blend
Spain,22.0,Tinta de Toro
Spain,12.0,Tempranillo-Merlot
Spain,7.0,Tempranillo
Spain,11.0,Tempranillo
Spain,18.0,Palomino
Spain,14.0,Pinot Noir
Spain,16.0,Red Blend
Spain,10.0,Tempranillo
Spain,23.0,Picapoll
Spain,15.0,Tempranillo Blend
Spain,20.0,Tempranillo Blend
Spain,10.0,Tempranillo
Spain,27.0,Tempranillo
Spain,18.0,Sparkling Blend
Spain,20.0,Godello
Spain,65.0,Red Blend
Spain,20.0,Tempranillo
Spain,11.0,Garnacha
Spain,48.0,Garnacha
Spain,38.0,Red Blend
Spain,63.0,Tinta de Toro
Spain,32.0,Tempranillo Blend
Spain,110.0,Cabernet Sauvignon
Spain,10.0,White Blend
Spain,10.0,White Blend
Spain,23.0,Graciano
Spain,10.0,Verdejo
Spain,9.0,Sparkling Blend
Spain,13.0,Sparkling Blend
Spain,6.0,Red Blend
Spain,8.0,Tempranillo
Spain,13.0,Mencía
Spain,11.0,Tempranillo
Spain,10.0,Rosé
Spain,8.0,Tempranillo
Spain,16.0,Rosé
Spain,25.0,Red Blend
Spain,10.0,Tempranillo
Spain,17.0,Godello
Spain,12.0,Tempranillo Blend
Spain,20.0,Mencía
Spain,29.0,Albariño
Spain,43.0,Prieto Picudo
Spain,27.0,White Blend
Spain,34.0,Tempranillo
Spain,115.0,Graciano
Spain,150.0,Red Blend
Spain,147.0,Tempranillo Blend
Spain,8.0,Viura
Spain,17.0,Red Blend
Spain,15.0,White Blend
Spain,20.0,Red Blend
Spain,30.0,White Blend
Spain,25.0,Mencía
Spain,37.0,Red Blend
Spain,20.0,Albariño
Spain,24.0,Tempranillo
Spain,10.0,Verdejo
Spain,26.0,Tempranillo
Spain,27.0,Garnacha
Spain,50.0,Red Blend
Spain,,Red Blend
Spain,85.0,Tinto del Pais
Spain,32.0,Tempranillo
Spain,22.0,Red Blend
Spain,11.0,Grenache Blanc
Spain,18.0,Red Blend
Spain,15.0,Garnacha Blanca
Spain,12.0,Tempranillo
Spain,18.0,Sparkling Blend
Spain,17.0,Verdejo
Spain,10.0,Alicante Bouschet
Spain,18.0,Verdejo
Spain,90.0,Tempranillo
Spain,26.0,Tinta de Toro
Spain,50.0,Red Blend
Spain,15.0,Red Blend
Spain,11.0,Red Blend
Spain,10.0,Garnacha
Spain,22.0,Tempranillo Blend
Spain,40.0,Tempranillo Blend
Spain,11.0,Verdejo-Viura
Spain,15.0,Albariño
Spain,9.0,Tempranillo
Spain,18.0,Garnacha-Graciano
Spain,9.0,Garnacha
Spain,16.0,Mencía
Spain,40.0,Tempranillo Blend
Spain,30.0,Cabernet Sauvignon
Spain,19.0,White Blend
Spain,18.0,White Blend
Spain,12.0,White Blend
Spain,19.0,Tinta de Toro
Spain,13.0,Monastrell-Syrah
Spain,20.0,Hondarrabi Zuri
Spain,9.0,Viura
Spain,30.0,Syrah
Spain,30.0,Tinta de Toro
Spain,10.0,Rosé
Spain,11.0,White Blend
Spain,22.0,Tempranillo
Spain,24.0,Chardonnay
Spain,12.0,Red Blend
Spain,25.0,Red Blend
Spain,9.0,Garnacha
Spain,450.0,Tempranillo Blend
Spain,25.0,Moscatel
Spain,125.0,Tinto Fino
Spain,14.0,Verdejo
Spain,10.0,Verdejo-Viura
Spain,19.0,Trepat
Spain,13.0,Tempranillo Blend
Spain,22.0,Godello
Spain,10.0,Red Blend
Spain,50.0,Tempranillo
Spain,15.0,Albariño
Spain,40.0,Pedro Ximénez
Spain,11.0,Tempranillo
Spain,37.0,Red Blend
Spain,14.0,Cabernet Sauvignon
Spain,10.0,Tempranillo
Spain,15.0,Tempranillo Blend
Spain,12.0,Cabernet Sauvignon
Spain,16.0,Cabernet Sauvignon
Spain,30.0,Tempranillo
Spain,45.0,Tinto del Pais
Spain,38.0,Tempranillo Blend
Spain,50.0,Red Blend
Spain,45.0,Syrah
Spain,10.0,Grenache-Syrah
Spain,30.0,Prieto Picudo
Spain,10.0,Macabeo
Spain,10.0,Rosé
Spain,10.0,Tempranillo
Spain,24.0,Verdejo
Spain,65.0,Tempranillo Blend
Spain,40.0,Cabernet Blend
Spain,11.0,Sauvignon Blanc
Spain,10.0,Garnacha
Spain,10.0,White Blend
Spain,36.0,Red Blend
Spain,29.0,Tempranillo Blend
Spain,40.0,Red Blend
Spain,10.0,Viura
Spain,13.0,Tempranillo
Spain,14.0,Sparkling Blend
Spain,12.0,Verdejo
Spain,23.0,Albariño
Spain,65.0,Tempranillo Blend
Spain,248.0,Tempranillo Blend
Spain,17.0,Sauvignon
Spain,20.0,Tempranillo Blend
Spain,10.0,Tempranillo
Spain,9.0,Tempranillo
Spain,7.0,Tempranillo Blend
Spain,23.0,Cabernet Sauvignon
Spain,33.0,Tempranillo Blend
Spain,11.0,Garnacha
Spain,18.0,Tinta de Toro
Spain,15.0,Mencía
Spain,10.0,Verdejo-Viura
Spain,46.0,Sparkling Blend
Spain,16.0,Verdejo
Spain,6.0,Tempranillo
Spain,9.0,Verdejo
Spain,15.0,Tempranillo Blend
Spain,12.0,Rosé
Spain,13.0,Tempranillo Blend
Spain,36.0,Petite Verdot
Spain,9.0,Chardonnay
Spain,46.0,Tempranillo Blend
Spain,54.0,Cabernet Blend
Spain,16.0,Verdejo
Spain,21.0,Syrah
Spain,40.0,Red Blend
Spain,15.0,Verdejo
