País,Precio,Tipo
US,44.0,Pinot Noir
US,30.0,Cabernet Sauvignon
US,35.0,Chardonnay
US,11.0,Sparkling Blend
US,72.0,Cabernet Sauvignon
US,44.0,Syrah
US,7.0,Red Blend
US,20.0,Sangiovese
US,13.0,Chardonnay
US,21.0,Rhône-style Red Blend
US,12.0,Pinot Noir
US,50.0,Cabernet Sauvignon
US,17.0,Sauvignon Blanc
US,30.0,Zinfandel
US,12.0,Merlot
US,23.0,Sauvignon Blanc
US,35.0,Cabernet Sauvignon
US,30.0,Cabernet Franc
US,36.0,Petite Sirah
US,57.0,Pinot Noir
US,38.0,Syrah
US,25.0,Orange Muscat
US,75.0,Cabernet Sauvignon
US,215.0,Cabernet Sauvignon
US,16.0,Moscato
US,60.0,Pinot Noir
US,17.0,Chardonnay
US,15.0,Riesling
US,25.0,Syrah
US,26.0,Merlot
US,16.0,Sauvignon Blanc
US,25.0,Chardonnay
US,22.0,Fumé Blanc
US,10.0,Cabernet Sauvignon
US,22.0,Syrah
US,30.0,G-S-M
US,32.0,Red Blend
US,30.0,Pinot Noir
US,34.0,Malbec
US,22.0,Pinot Noir
US,20.0,Chardonnay
US,25.0,Gewürztraminer
US,30.0,Red Blend
US,15.0,Riesling
US,35.0,Red Blend
US,32.0,Cabernet Sauvignon
US,13.0,Red Blend
US,55.0,Bordeaux-style Red Blend
US,30.0,Petite Sirah
US,38.0,Pinot Noir
US,30.0,Red Blend
US,24.0,Chardonnay
US,24.0,Pinot Noir
US,18.0,Sauvignon Blanc
US,15.0,Chardonnay
US,38.0,Merlot
US,13.0,Sparkling Blend
US,22.0,White Blend
US,22.0,Viognier
US,22.0,White Blend
US,80.0,Merlot
US,38.0,Tempranillo
US,16.0,Gewürztraminer
US,48.0,Pinot Noir
US,46.0,Syrah
US,38.0,Pinot Noir
US,52.0,Pinot Noir
US,30.0,Pinot Noir
US,46.0,Pinot Noir
US,44.0,Sparkling Blend
US,60.0,Pinot Noir
US,55.0,Pinot Noir
US,250.0,Cabernet Sauvignon
US,55.0,Pinot Noir
US,39.0,Red Blend
US,32.0,Syrah
US,40.0,Red Blend
US,72.0,Pinot Noir
US,125.0,Bordeaux-style Red Blend
US,30.0,Grüner Veltliner
US,245.0,Cabernet Sauvignon
US,75.0,Pinot Noir
US,44.0,Pinot Noir
US,48.0,Chardonnay
US,48.0,Syrah
US,32.0,Chardonnay
US,35.0,Petite Sirah
US,48.0,Red Blend
US,60.0,G-S-M
US,65.0,Red Blend
US,50.0,Cabernet Franc
US,39.0,Pinot Noir
US,65.0,Pinot Noir
US,45.0,Pinot Noir
US,20.0,Zinfandel
US,40.0,Syrah
US,18.0,Gewürztraminer
US,32.0,Pinot Noir
US,38.0,Merlot
US,46.0,Bordeaux-style Red Blend
US,60.0,Cabernet Sauvignon
US,30.0,Pinot Noir
US,25.0,Pinot Noir
US,28.0,Merlot
US,57.0,Pinot Noir
US,18.0,Pinot Noir
US,25.0,Counoise
US,33.0,Chardonnay
US,42.0,Syrah
US,72.0,Pinot Noir
US,56.0,Pinot Noir
US,28.0,Zinfandel
US,32.0,Chardonnay
US,24.0,Syrah
US,44.0,Syrah
US,12.0,Chardonnay
US,39.0,Cabernet Sauvignon
US,44.0,Red Blend
US,12.0,Riesling
US,15.0,Sauvignon Blanc
US,79.0,Sémillon
US,30.0,Merlot
US,11.0,Sauvignon Blanc
US,23.0,Mourvèdre
US,12.0,Pinot Noir
US,14.0,Riesling
US,17.0,Syrah
US,36.0,Nero d'Avola
US,13.0,Blaufränkisch
US,14.0,Riesling
US,18.0,Sauvignon Blanc
US,24.0,Riesling
US,23.0,Sauvignon Blanc
US,26.0,Baco Noir
US,15.0,Sauvignon Blanc
US,45.0,Chardonnay
US,28.0,Cabernet Sauvignon
US,38.0,Pinot Noir
US,22.0,Rosé
US,9.0,Fumé Blanc
US,12.0,Cabernet Sauvignon
US,28.0,Cabernet Sauvignon
US,20.0,Zinfandel
US,9.0,Pinot Grigio
US,14.0,Pinot Noir
US,15.0,Chardonnay
US,26.0,Primitivo
US,20.0,Syrah
US,9.0,Chardonnay
US,55.0,Syrah
US,45.0,Pinot Noir
US,38.0,Chardonnay
US,32.0,Zinfandel
US,100.0,Bordeaux-style Red Blend
US,48.0,Cabernet Sauvignon
US,50.0,Pinot Noir
US,195.0,Cabernet Sauvignon
US,25.0,White Blend
US,29.0,Cabernet Sauvignon
US,15.0,Sauvignon Blanc
US,26.0,Syrah
US,25.0,Rhône-style Red Blend
US,55.0,Cabernet Sauvignon
US,28.0,Syrah
US,25.0,Pinot Noir
US,24.0,Chardonnay
US,15.0,Pinot Gris
US,60.0,Chardonnay
US,11.0,Zinfandel
US,32.0,Cabernet Sauvignon
US,18.0,Syrah
US,24.0,Pinot Noir
US,29.0,Rhône-style White Blend
US,44.0,Syrah
US,19.0,Chardonnay
US,14.0,Riesling
US,45.0,Cabernet Sauvignon
US,17.0,Pinot Noir
US,18.0,Chardonnay
US,42.0,Pinot Noir
US,12.0,Riesling
US,20.0,Rhône-style White Blend
US,11.0,Chardonnay
US,20.0,Chardonnay
US,60.0,Meritage
US,16.0,Riesling
US,19.0,Cabernet Sauvignon
US,23.0,Chardonnay
US,24.0,Zinfandel
US,35.0,Petite Sirah
US,36.0,Pinot Noir
US,25.0,Red Blend
US,99.0,Pinot Noir
US,45.0,Pinot Noir
US,20.0,Chardonnay
US,16.0,Muscat
US,32.0,Zinfandel
US,75.0,Pinot Noir
US,40.0,Cabernet Franc
US,55.0,Pinot Noir
US,30.0,Pinot Noir
US,55.0,Pinot Noir
US,60.0,Pinot Noir
US,39.0,Chardonnay
US,70.0,Pinot Noir
US,45.0,Chardonnay
US,68.0,Chardonnay
US,50.0,Pinot Noir
US,85.0,Cabernet Sauvignon
US,42.0,Pinot Noir
US,60.0,Chardonnay
US,48.0,Pinot Noir
US,90.0,Cabernet Sauvignon
US,115.0,Pinot Noir
US,75.0,Chardonnay
US,28.0,Tempranillo
US,40.0,Red Blend
US,32.0,G-S-M
US,90.0,Cabernet Sauvignon
US,42.0,Cabernet Sauvignon
US,35.0,Chardonnay
US,18.0,Sauvignon Blanc
US,52.0,Cabernet Franc
US,30.0,Petite Sirah
US,25.0,Merlot
US,32.0,Syrah
US,26.0,Petite Sirah
US,18.0,Pinot Gris
US,45.0,Pinot Noir
US,60.0,Pinot Noir
US,30.0,Chardonnay
US,16.0,Muscat
US,32.0,Zinfandel
US,75.0,Pinot Noir
US,40.0,Cabernet Franc
US,55.0,Pinot Noir
US,20.0,Pinot Gris
US,64.0,Zinfandel
US,20.0,Gewürztraminer
US,20.0,Riesling
US,40.0,Cabernet Sauvignon
US,16.0,Rosé
US,62.0,Pinot Noir
US,28.0,Pinot Noir
US,14.0,Zinfandel
US,20.0,Sauvignon Blanc
US,28.0,Pinot Noir
US,34.0,Pinot Noir
US,37.0,Pinot Noir
US,25.0,Grenache-Syrah
US,26.0,Chardonnay
US,34.0,Petite Sirah
US,35.0,Syrah
US,8.0,Riesling
US,40.0,Syrah
US,22.0,Zinfandel
US,25.0,Cabernet Sauvignon
US,24.0,Sparkling Blend
US,65.0,Cabernet Sauvignon
US,28.0,Cabernet Franc
US,29.0,Malbec
US,32.0,Malbec
US,15.0,Rosé
US,23.0,Chardonnay
US,13.0,Riesling
US,11.0,Moscato
US,20.0,Pinot Noir
US,16.0,Red Blend
US,11.0,Chardonnay
US,30.0,Pinot Noir
US,20.0,Pinot Noir
US,20.0,Chardonnay
US,39.0,Cabernet Sauvignon
US,15.0,Riesling
US,12.0,Riesling
US,12.0,Riesling
US,18.0,Roussanne
US,52.0,Port
US,18.0,Red Blend
US,26.0,Cabernet Franc
US,15.0,Pinot Noir
US,18.0,Meritage
US,10.0,Pinot Grigio
US,9.0,Cabernet Sauvignon
US,25.0,Pinot Noir
US,15.0,Petite Sirah
US,18.0,Cabernet Sauvignon
US,20.0,Cabernet Sauvignon
US,18.0,Rosé
US,12.0,Sauvignon Blanc
US,10.0,Chardonnay
US,15.0,Zinfandel
US,36.0,Rhône-style Red Blend
US,85.0,Cabernet Sauvignon
US,50.0,Sparkling Blend
US,38.0,Rhône-style Red Blend
US,51.0,Pinot Noir
US,44.0,Chardonnay
US,30.0,Zinfandel
US,70.0,Syrah
US,90.0,Cabernet Sauvignon
US,115.0,Pinot Noir
US,75.0,Chardonnay
US,34.0,Pinot Noir
US,68.0,Pinot Noir
US,40.0,Zinfandel
US,33.0,Zinfandel
US,40.0,Sparkling Blend
US,82.0,Pinot Noir
US,45.0,Chardonnay
US,35.0,Zinfandel
US,16.0,Cabernet Sauvignon
US,22.0,Syrah
US,14.0,Riesling
US,15.0,Chardonnay
US,38.0,Pinot Noir
US,19.0,Rhône-style Red Blend
US,14.0,Pinot Grigio
US,21.0,Pinot Grigio
US,8.0,Riesling
US,18.0,Sauvignon Blanc
US,22.0,Cabernet Sauvignon
US,8.0,Zinfandel
US,16.0,Red Blend
US,17.0,Red Blend
US,12.0,Pinot Noir
US,20.0,Rhône-style White Blend
US,58.0,Pinot Noir
US,30.0,G-S-M
US,22.0,Syrah
US,14.0,Chardonnay
US,19.0,White Blend
US,24.0,Teroldego
US,25.0,Syrah
US,26.0,Cabernet Franc
US,37.0,Pinot Noir
US,20.0,Pinot Gris
US,16.0,Pinot Gris
US,15.0,Pinot Gris
US,20.0,Pinot Noir
US,27.0,Malbec
US,23.0,Grenache Blanc
US,18.0,Chardonnay
US,22.0,Zinfandel
US,14.0,Rosé
US,24.0,Zinfandel
US,24.0,Chardonnay
US,8.0,Syrah
US,28.0,Zinfandel
US,20.0,Pinot Noir
US,16.0,Chardonnay
US,26.0,Cabernet Franc
US,17.0,Chardonnay
US,13.0,Riesling
US,24.0,Zinfandel
US,20.0,Chardonnay
US,30.0,Zinfandel
US,25.0,Syrah
US,8.0,Pinot Grigio
US,36.0,Chardonnay
US,11.0,Meritage
US,15.0,Gewürztraminer
US,22.0,Viognier
US,15.0,Merlot
US,25.0,Zinfandel
US,14.0,Merlot
US,12.0,Merlot
US,21.0,Pinot Grigio
US,18.0,Chardonnay
US,8.0,Cabernet Sauvignon
US,14.0,Riesling
US,8.0,Sauvignon Blanc
US,20.0,Zinfandel
US,15.0,Pinot Noir
US,30.0,Cabernet Franc
US,58.0,Pinot Noir
US,55.0,Pinot Noir
US,60.0,Cabernet Sauvignon
US,85.0,Pinot Noir
US,65.0,Pinot Noir
US,45.0,Pinot Noir
US,40.0,Zinfandel
US,36.0,Pinot Noir
US,135.0,Cabernet Sauvignon
US,20.0,Zinfandel
US,45.0,Cabernet Sauvignon
US,32.0,Petite Sirah
US,60.0,Pinot Noir
US,82.0,Pinot Noir
US,150.0,Cabernet Sauvignon
US,28.0,Cabernet Sauvignon
US,19.0,Cabernet Franc
US,35.0,Chardonnay
US,34.0,Pinot Noir
US,41.0,Rhône-style Red Blend
US,24.0,Riesling
US,6.0,Chardonnay
US,12.0,Riesling
US,18.0,Pinot Noir
US,13.0,Merlot
US,15.0,Syrah
US,25.0,Pinot Noir
US,19.0,Merlot
US,15.0,Pinot Gris
US,12.0,Chardonnay
US,39.0,Merlot
US,60.0,Pinot Noir
US,45.0,Syrah
US,25.0,Rosé
US,55.0,Syrah
US,25.0,Pinot Noir
US,38.0,Syrah
US,17.0,Riesling
US,45.0,Pinot Noir
US,44.0,Zinfandel
US,41.0,Cabernet Sauvignon
US,24.0,Red Blend
US,34.0,Cabernet Sauvignon
US,14.0,Müller-Thurgau
US,50.0,Cabernet Sauvignon
US,15.0,Petite Sirah
US,42.0,Pinot Noir
US,22.0,Pinot Gris
US,20.0,Sparkling Blend
US,25.0,Black Monukka
US,32.0,Cabernet Sauvignon
US,40.0,Barbera
US,20.0,Chenin Blanc
US,42.0,Syrah
US,28.0,Syrah
US,22.0,Sparkling Blend
US,40.0,Cabernet Sauvignon
US,19.0,Sauvignon Blanc
US,11.0,Cabernet Sauvignon
US,36.0,Sparkling Blend
US,15.0,Cortese
US,19.0,Zinfandel
US,30.0,Chardonnay
US,10.0,Chardonnay
US,13.0,Pinot Blanc
US,14.0,Cabernet Sauvignon
US,15.0,Gewürztraminer
US,25.0,Cabernet Sauvignon
US,16.0,Merlot
US,36.0,Bordeaux-style Red Blend
US,15.0,Rosé
US,15.0,Riesling
US,14.0,Moscato
US,48.0,Cabernet Franc
US,42.0,Pinot Noir
US,25.0,Red Blend
US,22.0,Tempranillo
US,45.0,Malbec
US,25.0,Syrah
US,32.0,Carignane
US,20.0,Muscat Blanc
US,26.0,Chardonnay
US,18.0,Chardonnay
US,40.0,Cabernet Sauvignon
US,70.0,Pinot Noir
US,30.0,Malbec
US,25.0,Grenache
US,18.0,Pinot Gris
US,28.0,Zinfandel
US,34.0,Syrah
US,22.0,Red Blend
US,23.0,Malbec
US,28.0,Cabernet Franc
US,32.0,Syrah
US,15.0,Riesling
US,49.0,Cabernet Sauvignon
US,33.0,Syrah
US,24.0,Zinfandel
US,25.0,Sparkling Blend
US,33.0,Cabernet Sauvignon
US,14.0,Cabernet Sauvignon
US,11.0,Pinot Grigio
US,12.0,Cabernet Sauvignon
US,28.0,Riesling
US,24.0,Pinot Noir
US,20.0,Riesling
US,49.0,Chardonnay
US,17.0,Rosé
US,20.0,Pinot Noir
US,16.0,Sauvignon Blanc
US,65.0,Bordeaux-style Red Blend
US,24.0,Petite Sirah
US,20.0,Sangiovese
US,24.0,Petite Sirah
US,15.0,Riesling
US,23.0,Viognier
US,11.0,Merlot
US,65.0,Meritage
US,28.0,Pinot Noir
US,85.0,Cabernet Sauvignon
US,28.0,Pinot Noir
US,25.0,Merlot
US,18.0,Riesling
US,29.0,Mourvèdre
US,25.0,Pinot Noir
US,42.0,Pinot Noir
US,50.0,Pinot Noir
US,35.0,Sauvignon Blanc
US,25.0,Chardonnay
US,25.0,Chardonnay
US,48.0,Pinot Noir
US,50.0,Pinot Noir
US,24.0,Sparkling Blend
US,32.0,Cabernet Franc
US,32.0,Cabernet Franc
US,100.0,Syrah
US,8.0,Pinot Grigio
US,25.0,Port
US,26.0,Grenache Blanc
US,18.0,Syrah
US,20.0,Zinfandel
US,11.0,Pinot Gris
US,20.0,Chardonnay
US,9.0,Zinfandel
US,18.0,Sangiovese
US,26.0,Pinot Noir
US,25.0,Cabernet Sauvignon
US,29.0,Sauvignon Blanc
US,80.0,Cabernet Sauvignon
US,42.0,Red Blend
US,25.0,Chenin Blanc
US,38.0,Pinot Noir
US,42.0,Bordeaux-style Red Blend
US,35.0,Cabernet Sauvignon
US,25.0,Black Muscat
US,26.0,Syrah
US,36.0,Pinot Noir
US,15.0,Sauvignon Blanc
US,36.0,Chardonnay
US,20.0,Sparkling Blend
US,42.0,Pinot Noir
US,34.0,Zinfandel
US,55.0,Cabernet Sauvignon
US,45.0,Syrah
US,42.0,Syrah
US,35.0,Pinot Noir
US,45.0,Syrah-Tempranillo
US,37.0,Zinfandel
US,40.0,Chardonnay
US,11.0,Cabernet Sauvignon
US,28.0,Red Blend
US,28.0,Syrah
US,55.0,Bordeaux-style Red Blend
US,20.0,Syrah
US,11.0,Riesling
US,10.0,Merlot
US,70.0,Cabernet Sauvignon
US,14.0,Chardonnay
US,40.0,Zinfandel
US,10.0,Red Blend
US,35.0,Chardonnay
US,22.0,Syrah
US,12.0,Red Blend
US,32.0,Merlot
US,40.0,Cabernet Sauvignon
US,30.0,Pinot Noir
US,13.0,Chardonnay
US,25.0,Zinfandel
US,22.0,Pinot Noir
US,16.0,Pinot Noir
US,25.0,Red Blend
US,55.0,Pinot Noir
US,35.0,Pinot Noir
US,42.0,Viognier
US,35.0,Pinot Noir
US,21.0,Pinot Noir
US,20.0,Pinot Noir
US,30.0,Cabernet Franc
US,65.0,Pinot Noir
US,27.0,Cabernet Sauvignon
US,42.0,Syrah
US,32.0,Cabernet Franc
US,32.0,Cabernet Franc
US,100.0,Syrah
US,18.0,Teroldego
US,35.0,Chardonnay
US,75.0,Bordeaux-style Red Blend
US,38.0,Pinot Noir
US,42.0,Pinot Noir
US,55.0,Syrah
US,32.0,Sauvignon Blanc
US,39.0,Chardonnay
US,22.0,Sparkling Blend
US,30.0,Sauvignon Blanc
US,25.0,Cabernet Franc
US,42.0,Sparkling Blend
US,45.0,Cabernet Sauvignon
US,28.0,Syrah
US,35.0,Pinot Noir
US,30.0,Pinot Noir
US,80.0,Cabernet Sauvignon
US,50.0,Cabernet Sauvignon
US,25.0,Grenache Blanc
US,11.0,Zinfandel
US,13.0,Riesling
US,8.0,Pinot Noir
US,16.0,Sauvignon Blanc
US,22.0,Cabernet Sauvignon
US,40.0,Red Blend
US,22.0,Claret
US,15.0,Riesling
US,8.0,Moscato
US,13.0,Riesling
US,22.0,White Blend
US,18.0,Sauvignon Blanc
US,22.0,Cabernet Franc
US,22.0,White Blend
US,24.0,Sangiovese
US,22.0,Rhône-style Red Blend
US,30.0,Pinot Noir
US,30.0,Petite Sirah
US,14.0,Pinot Gris
US,65.0,Port
US,24.0,Moscato
US,10.0,Chardonnay
US,24.0,Cabernet Sauvignon
US,27.0,Grenache
US,15.0,Riesling
US,49.0,Pinot Noir
US,18.0,Riesling
US,29.0,Pinot Noir
US,13.0,Riesling
US,40.0,Zinfandel
US,38.0,Chardonnay
US,38.0,Pinot Noir
US,32.0,G-S-M
US,34.0,Cabernet Sauvignon
US,25.0,Chardonnay
US,28.0,Merlot
US,18.0,Chardonnay
US,45.0,Chardonnay
US,25.0,Bordeaux-style Red Blend
US,16.0,Zinfandel
US,15.0,Tempranillo
US,10.0,Pinot Noir
US,30.0,Lagrein
US,15.0,Chardonnay
US,20.0,Chardonnay
US,22.0,Tempranillo
US,28.0,Rhône-style Red Blend
US,16.0,Pinot Noir
US,16.0,Sauvignon Blanc
US,18.0,Cabernet Sauvignon
US,24.0,Bordeaux-style Red Blend
US,40.0,Pinot Noir
US,30.0,Tempranillo
US,23.0,Pinot Noir
US,35.0,Chardonnay
US,28.0,Pinot Noir
US,12.0,Chardonnay
US,10.0,Cabernet Sauvignon
US,25.0,Chardonnay
US,13.0,Chardonnay
US,25.0,Pinot Noir
US,25.0,Riesling
US,40.0,Chardonnay
US,15.0,Chenin Blanc
US,24.0,Zinfandel
US,38.0,Red Blend
US,29.0,Chardonnay
US,14.0,Zinfandel
US,36.0,Pinot Noir
US,25.0,Zinfandel
US,75.0,Cabernet Sauvignon
US,34.0,Chardonnay
US,30.0,Cabernet Franc
US,27.0,Syrah
US,40.0,Cabernet Sauvignon
US,52.0,Cabernet Sauvignon
US,35.0,Red Blend
US,32.0,Petite Sirah
US,65.0,Cabernet Sauvignon
US,25.0,Pinot Noir
US,30.0,Petit Verdot
US,28.0,Grenache Blanc
US,16.0,Sauvignon Blanc
US,35.0,Primitivo
US,18.0,White Blend
US,10.0,Chenin Blanc
US,40.0,Pinot Noir
US,34.0,Pinot Noir
US,25.0,Pinot Noir
US,32.0,Semillon-Sauvignon Blanc
US,50.0,Pinot Noir
US,65.0,Cabernet Sauvignon
US,18.0,Rhône-style Red Blend
US,30.0,Pinot Noir
US,40.0,Zinfandel
US,42.0,Sauvignon Blanc
US,20.0,Sparkling Blend
US,35.0,Sauvignon Blanc
US,50.0,Chardonnay
US,25.0,Sauvignon Blanc
US,25.0,Chardonnay
US,50.0,Pinot Noir
US,40.0,Zinfandel
US,34.0,Sauvignon Blanc
US,52.0,Pinot Noir
US,30.0,Cabernet Franc
US,30.0,Sauvignon Blanc
US,32.0,Chardonnay
US,28.0,Grenache
US,36.0,Pinot Noir
US,35.0,Cabernet Sauvignon
US,39.0,Pinot Noir
US,32.0,Syrah
US,28.0,Zinfandel
US,18.0,Chardonnay
US,8.0,Pinot Grigio
US,32.0,Petite Sirah
US,23.0,Sparkling Blend
US,18.0,Muscat Blanc
US,25.0,Pinot Noir
US,35.0,Petite Sirah
US,30.0,Rhône-style Red Blend
US,38.0,Malbec
US,18.0,Viognier
US,10.0,White Blend
US,24.0,Chardonnay
US,24.0,Zinfandel
US,10.0,Merlot
US,11.0,Pinot Grigio
US,23.0,Chardonnay
US,8.0,Viognier
US,11.0,Pinot Grigio
US,20.0,Sauvignon Blanc
US,22.0,Grenache
US,20.0,Zinfandel
US,11.0,Riesling
US,12.0,Riesling
US,24.0,Chardonnay
US,19.0,Pinot Grigio
US,10.0,Zinfandel
US,33.0,Red Blend
US,55.0,Cabernet Sauvignon
US,22.0,Zinfandel
US,22.0,Zinfandel
US,10.0,Petite Sirah
US,15.0,Pinot Noir
US,30.0,Chardonnay
US,20.0,Zinfandel
US,16.0,Riesling
US,30.0,Syrah
US,24.0,Chardonnay
US,35.0,Petite Sirah
US,21.0,Chardonnay
US,36.0,Riesling
US,22.0,Grenache
US,18.0,Sauvignon Blanc
US,38.0,Cabernet Sauvignon
US,18.0,Rhône-style Red Blend
US,75.0,Cabernet Sauvignon
US,150.0,Cabernet Sauvignon
US,150.0,Cabernet Sauvignon
US,80.0,Cabernet Sauvignon
US,45.0,Chardonnay
US,58.0,Pinot Noir
US,60.0,Chardonnay
US,90.0,Pinot Noir
US,50.0,Sparkling Blend
US,70.0,Chardonnay
US,42.0,Pinot Noir
US,75.0,Meritage
US,19.0,Pinot Noir
US,38.0,Pinot Noir
US,18.0,Chardonnay
US,11.0,Merlot
US,35.0,Zinfandel
US,22.0,Claret
US,18.0,Cabernet Sauvignon
US,25.0,Syrah
US,16.0,Red Blend
US,35.0,Syrah
US,50.0,Pinot Noir
US,18.0,Syrah
US,15.0,Red Blend
US,40.0,Cabernet Sauvignon
US,29.0,Red Blend
US,33.0,Zinfandel
US,36.0,Chardonnay
US,40.0,Syrah
US,21.0,Dolcetto
US,30.0,Pinot Noir
US,45.0,Pinot Noir
US,24.0,Merlot
US,30.0,Chardonnay
US,29.0,Zinfandel
US,25.0,Meritage
US,28.0,Cabernet Sauvignon
US,30.0,Chardonnay
US,23.0,Viognier
US,50.0,Pinot Noir
US,75.0,Bordeaux-style Red Blend
US,50.0,Pinot Noir
US,49.0,Petite Sirah
US,15.0,Chardonnay
US,22.0,Chardonnay
US,40.0,Pinot Noir
US,38.0,Pinot Noir
US,35.0,Pinot Noir
US,21.0,Zinfandel
US,14.0,Pinot Noir
US,45.0,Pinot Noir
US,60.0,Pinot Noir
US,18.0,Gewürztraminer
US,25.0,Pinot Noir
US,24.0,Nebbiolo
US,14.0,Pinot Noir
US,46.0,Pinot Noir
US,20.0,Tempranillo
US,38.0,Pinot Noir
US,40.0,Red Blend
US,100.0,Rhône-style Red Blend
US,35.0,Chardonnay
US,48.0,Chardonnay
US,65.0,Pinot Noir
US,34.0,Red Blend
US,20.0,Cabernet Franc
US,44.0,Pinot Noir
US,50.0,Syrah
US,28.0,Pinot Noir
US,32.0,Chardonnay
US,55.0,Pinot Noir
US,55.0,Pinot Noir
US,40.0,Grenache
US,82.0,Pinot Noir
US,30.0,Roussanne
US,35.0,Petite Sirah
US,13.0,Riesling
US,18.0,Sauvignon Blanc
US,26.0,Petite Sirah
US,37.0,Cabernet Sauvignon
US,49.0,Cabernet Sauvignon
US,8.0,Riesling
US,18.0,Merlot
US,33.0,Chardonnay
US,14.0,Chardonnay
US,14.0,Sauvignon Blanc
US,125.0,Cabernet Sauvignon
US,23.0,Red Blend
US,35.0,Meritage
US,36.0,Zinfandel
US,24.0,Cabernet Sauvignon
US,12.0,Petite Sirah
US,14.0,Chardonnay
US,12.0,Pinot Gris
US,12.0,Chardonnay
US,24.0,Cabernet Sauvignon
US,29.0,Chardonnay
US,18.0,Cabernet Sauvignon
US,35.0,Syrah
US,50.0,Meritage
US,14.0,Zinfandel
US,40.0,Zinfandel
US,24.0,Chardonnay
US,40.0,Petite Sirah
US,26.0,Zinfandel
US,30.0,Pinot Noir
US,27.0,Petite Sirah
US,10.0,Red Blend
US,22.0,Red Blend
US,10.0,Pinot Grigio
US,28.0,Grenache
US,20.0,Sangiovese
US,32.0,Syrah
US,18.0,Sauvignon Blanc
US,150.0,Cabernet Sauvignon
US,55.0,Meritage
US,110.0,Pinot Noir
US,55.0,Cabernet Sauvignon
US,33.0,Syrah
US,90.0,Pinot Noir
US,55.0,Sparkling Blend
US,235.0,Cabernet Sauvignon
US,45.0,Pinot Noir
US,75.0,Red Blend
US,15.0,Sauvignon Blanc
US,18.0,Merlot
US,25.0,Cabernet Sauvignon
US,50.0,Pinot Noir
US,22.0,Syrah
US,8.0,Chardonnay
US,45.0,Pinot Noir
US,20.0,Rhône-style Red Blend
US,22.0,Cabernet Sauvignon
US,20.0,Syrah
US,15.0,Tocai Friulano
US,33.0,Pinot Noir
US,35.0,Rhône-style Red Blend
US,32.0,Barbera
US,24.0,Pinot Noir
US,25.0,Grenache
US,10.0,Merlot
US,40.0,Bordeaux-style Red Blend
US,27.0,Red Blend
US,14.0,Red Blend
US,30.0,Pinot Gris
US,25.0,Chardonnay
US,45.0,Petite Sirah
US,32.0,Chardonnay
US,100.0,Cabernet Sauvignon
US,20.0,Pinot Noir
US,35.0,Pinot Noir
US,30.0,Chardonnay
US,55.0,Pinot Noir
US,50.0,Zinfandel
US,16.0,Pinot Gris
US,45.0,Chardonnay
US,20.0,Sparkling Blend
US,12.0,Sauvignon Blanc
US,11.0,Merlot
US,30.0,Syrah
US,35.0,Syrah
US,30.0,Cabernet Franc
US,125.0,Cabernet Sauvignon
US,38.0,Cabernet Sauvignon
US,20.0,Red Blend
US,23.0,Pinot Noir
US,18.0,Red Blend
US,70.0,Pinot Noir
US,45.0,Pinot Noir
US,22.0,Syrah
US,23.0,Syrah
US,60.0,Cabernet Franc
US,37.0,Chardonnay
US,20.0,Rhône-style White Blend
US,50.0,Zinfandel
US,14.0,Sauvignon Blanc
US,40.0,Charbono
US,30.0,Cabernet Sauvignon
US,32.0,Grenache
US,18.0,Pinot Noir
US,18.0,Sauvignon Blanc
US,15.0,Cabernet Sauvignon
US,25.0,Chardonnay
US,16.0,White Blend
US,35.0,Sparkling Blend
US,42.0,Pinot Noir
US,20.0,Rhône-style White Blend
US,22.0,Riesling
US,50.0,Zinfandel
US,17.0,Cabernet Sauvignon
US,45.0,Merlot
US,13.0,Sauvignon Blanc
US,50.0,Chardonnay
US,32.0,Zinfandel
US,35.0,Tannat
US,26.0,Zinfandel
US,30.0,Petite Sirah
US,30.0,Pinot Noir
US,48.0,Chardonnay
US,25.0,Pinot Noir
US,75.0,Cabernet Sauvignon
US,36.0,White Blend
US,42.0,Carignane
US,15.0,Zinfandel
US,125.0,Cabernet Sauvignon
US,42.0,Syrah
US,50.0,Merlot
US,35.0,Pinot Noir
US,25.0,Cabernet Sauvignon
US,95.0,Cabernet Sauvignon
US,35.0,Pinot Noir
US,65.0,Cabernet Sauvignon
US,30.0,Zinfandel
US,42.0,Sparkling Blend
US,48.0,Pinot Noir
US,50.0,G-S-M
US,36.0,Zinfandel
US,16.0,Sauvignon Blanc
US,50.0,Red Blend
US,10.0,Chardonnay
US,75.0,Zinfandel
US,14.0,Riesling
US,19.0,Merlot
US,25.0,Petite Sirah
US,14.0,Cabernet Sauvignon
US,33.0,Dolcetto
US,11.0,Syrah
US,15.0,Zinfandel
US,30.0,Chardonnay
US,16.0,Pinot Grigio
US,20.0,Chardonnay
US,21.0,Marsanne-Roussanne
US,10.0,Cabernet Sauvignon
US,20.0,Chardonnay
US,8.0,Pinot Noir
US,24.0,Pinot Noir
US,18.0,Rosé
US,13.0,Chardonnay
US,11.0,Red Blend
US,10.0,Rosé
US,30.0,Pinot Noir
US,32.0,Cabernet Sauvignon
US,30.0,Pinot Noir
US,12.0,Rhône-style Red Blend
US,11.0,Cabernet Sauvignon
US,10.0,Cabernet Sauvignon
US,15.0,Pinot Noir
US,25.0,Chardonnay
US,25.0,Merlot
US,30.0,Sparkling Blend
US,25.0,Cabernet Sauvignon
